"雲
林
縣",6,,"丁
于
淵",71,男,無,"雲
林
縣","臺
西
鄉","雲林科技大學博士
班
(在學中)",弱勢家屋修繕案義工團,"【參選理念】
我是編號00000037終身黨員,數年來始終堅信公平正
義的價值。然而,我深知,唯有眾人之志,這份信念才
能真正落實。想站出來傾聽地方黨員的聲音,讓不才在
力所能及的範圍內為大家集結。但凡一絲希望我也想守
護著,僅求留給下一代一個真正良善的社會。
【政見】
一、地方組織發展
加強溝通與協調:
定期與地方組織的負責人進行會議,充分表達黨員意
志,確保相互信息暢通。
制定具體計劃:
與地方組織共同制定具體的工作計劃,明確政黨目標和
使命,並定期檢查進展。
落實地方參與:
媒合黨員積極參與公益活動或配合地方組織負責人籌畫
地方發展活動,招募黨員
二、黨務發展
建立黨員提議制度:
蒐集黨員意見,參與中央黨部代表活動,有效傳達地方
黨員意見,提出合宜議案。
建立黨工問責機制:
建立明確汰換標準,對失職行為進行嚴格追責,不符合
要求的黨工進行調整或清退。
三 、黨員參與和發展
建立健全的基層聯絡網絡:
完善地方黨員的系統,記錄地方黨員專才與參與狀況,
落實地方黨員舉薦功能
結合黨員所長,發展交叉培訓,強化黨員交流溝通互
惠。
四、束身自修:
任內不任有給職黨公職務,不挾自身黨工身分對外妖言
惑眾。"
"選舉
區",號次,照片,"姓
名","出
生
年","性
別","特殊
身分","戶籍
城市","戶籍
地區",學歷,經歷,政見
"雲
林
縣",7,,"張
家
閎",71,男,無,"雲
林
縣","崙
背
鄉",虎尾科技大學,"祐瑞淨水企業行 負責
人
弘爺漢堡崙背店 負責
人
台灣民眾黨總統大選
社會力部 雲林駐區專
員
雲林縣崙背鄉鄉長參選
人","1.一個人走得快,一群人走得遠,一起為這個國家盡一
份心力。
2.支持台灣民眾黨的理念,繼續為黨而努力、相挺柯文
哲。
KEEP GOING!"
"雲
林
縣",8,,"于
綵
禛",61,女,無,"雲
林
縣","斗
六
市",,"有巢氏房屋營業員
大家房屋營業員","讓政治更貼近生活,讓民主更深化基層。
1. 黨務組織多元化,讓更多社會專業人士加入黨務組織
運作,增加民眾黨溝通交流窗口,培育專業行政人才。
2. 動員活動生活化,讓基層民眾在輕鬆無壓力的情境
下,更深入了解民主精神的價值。"
"選舉
區",號次,照片,"姓
名","出
生
年","性
別","特殊
身分","戶籍
城市","戶籍
地區",學歷,經歷,政見
"雲
林
縣",9,,"賴
渝
璇",74,女,無,"雲
林
縣","斗
六
市",,"雲林縣黨部執行長
雲林縣黨部副執行長","1. 審慎修訂黨章及議定黨綱,擴大社會基層支持的力
量。
2. 重視黨員在黨內的價值及福利。
3. 發揮全國黨員代表大會功能及效力。
4. 落實為本黨最高權力機關並協助本黨組織再造,為執
政之路穩定基礎。"
"雲
林
縣",10,,"李
佳
琴",71,女,無,"雲
林
縣","西
螺
鎮","輔英技術學院學士
學位護理系","兼職手作講師
內外科病房護理師
柯文哲或民眾黨公開行
程志工","參選理念:
台灣政治惡鬥太久,於是台灣呈現對立的狀態,以至於
大部分的人都對政治盡量避而不談,柯文哲的出現讓我
對台灣政治有了希望,於這次總統大選主動參與志工活
動,了解到有一群人正為了改變台灣政治文化而努力,
柯文哲主席總說”心存善念,盡力而為”,這句話總是
在我們遇到困難時莫名的鼓勵著我們繼續向前行,我希
望我也能為這個對立的社會與政治惡鬥的環境盡一份心
力,改變從自己開始,做就對了。
政見:
凝聚雲林地區夥伴的向心力
做好地方與黨部及其他黨公職的橋樑
依循台灣民眾黨理念共同往美好台灣前進"
"選舉
區",號次,照片,"姓
名","出
生
年","性
別","特殊
身分","戶籍
城市","戶籍
地區",學歷,經歷,政見
"雲
林
縣",11,,"魏
怡
婷",74,女,無,"雲
林
縣","古
坑
鄉",,"行銷公司事務管理師
雲林縣黨部執行長","1. 宣揚本黨理念,擴大社會支持。
2. 秉持創黨精神,實踐本黨黨綱。
3. 落實公平正義,深化民主自由。
4. 強化經濟體質,優化國際民主。
5. 捍衛台灣主權,防止外力破壞。"
"雲
林
縣",12,,"蔡
順
鵬",71,男,無,"雲
林
縣","元
長
鄉",,"音效錄音師
緯來電視網成音師
Tvbs音效錄音師
吳克群工作室特別助理","改變台灣政治文化
真正落實新時代民主法治社會
打破造成階級固化的核心原因
創造努力就有機會的環境
讓人民活的對未來敢期待
敢想像,敢打拼,敢信任這片美好的土地。"
"選舉
區",號次,照片,"姓
名","出
生
年","性
別","特殊
身分","戶籍
城市","戶籍
地區",學歷,經歷,政見
"雲
林
縣",13,,"鄒
宇
傑",84,男,無,"雲
林
縣","林
內
鄉",,"雲林縣黨部秘書
網路電商","遵循並執行黨的理念,在法政秩序上維護人民自由的基
本人權,並遵守下列基本原則,司法獨立、政黨平等、
權力分立與制衡、責任政府的概念。
1. 協助黨意結合民意 。
2. 強化基層組織與地方服務。
3. 以人民為優先,堅持民主進步與黨務改革。"
"雲
林
縣",14,,"蔡
君
婷",70,女,無,"雲
林
縣","北
港
鎮","國立政治大學斯拉
夫語文學碩士","台灣民眾黨秘書部副主
任
民眾黨組織部副主任
KP全國競總社會力部
主任
桃園市長賴香伶競選辦
公室發言人","1.認同柯文哲政治理念
2.支持台灣民眾黨,面對藍綠的貪婪與腐敗,台灣要有
一個清新的政黨能超越藍綠,還給人民一個更好的台灣
與未來。"
